Id,SalePrice
2041,290539.84
2042,194250.94
2043,171449.72
2044,167427.88
2045,209907.34
2046,135947.42
2047,146507.36
2048,141339.97
2049,131099.98
2050,182868.33
2051,105960.84
2052,117741.04
2053,147957.11
2054,90350.586
2055,159899.52
2056,135406.5
2057,112072.65
2058,228723.78
2059,133363.42
2060,170439.44
2061,175601.02
2062,130973.125
2063,107176.58
2064,138090.95
2065,120406.09
2066,165190.38
2067,120365.84
2068,130937.22
2069,81834.44
2070,111922.46
2071,98951.61
2072,125038.1
2073,141879.36
2074,179084.4
2075,156910.95
2076,126382.78
2077,157635.17
2078,132201.2
2079,130934.68
2080,116877.95
2081,124983.414
2082,111014.9
2083,152610.38
2084,113056.8
2085,114343.83
2086,117436.79
2087,114888.375
2088,94055.805
2089,72623.48
2090,131179.22
2091,125437.08
2092,128713.24
2093,122514.14
2094,120131.31
2095,156132.1
2096,75271.06
2097,91471.43
2098,150071.4
2099,62054.945
2100,85476.836
2101,121530.54
2102,126588.86
2103,96338.76
2104,135096.88
2105,117470.24
2106,75453.9
2107,222104.66
2108,109617.96
2109,107713.6
2110,143636.55
2111,135504.56
2112,134750.23
2113,109576.03
2114,106464.85
2115,161008.42
2116,122164.96
2117,144304.56
2118,116158.06
2119,106966.02
2120,111201.02
2121,111686.734
2122,106234.66
2123,82636.195
2124,166636.73
2125,129340.766
2126,148966.89
2127,162270.77
2128,131060.164
2129,108333.78
2130,142985.33
2131,145612.11
2132,113663.28
2133,126809.78
2134,115807.05
2135,90795.76
2136,74513.73
2137,112333.79
2138,129082.12
2139,147630.48
2140,141597.34
2141,153708.98
2142,127663.7
2143,140745.84
2144,123722.625
2145,131299.52
2146,161393.16
2147,144750.39
2148,124539.695
2149,148908.97
2150,226178.7
2151,111410.63
2152,189318.4
2153,172804.88
2154,107299.8
2155,140338.56
2156,298166.8
2157,230093.31
2158,243368.22
2159,210113.34
2160,172716.45
2161,232823.42
2162,414704.1
2163,310836.94
2164,247805.64
2165,190519.47
2166,155540.38
2167,218466.8
2168,197086.77
2169,202334.22
2170,214420.84
2171,149611.6
2172,137507.1
2173,160694.05
2174,226540.58
2175,300621.5
2176,331201.12
2177,236943.77
2178,199570.42
2179,141332.61
2180,219445.08
2181,189260.17
2182,217660.36
2183,189045.81
2184,125164.74
2185,121570.83
2186,150707.97
2187,155003.53
2188,157138.1
2189,235545.64
2190,80730.74
2191,82524.336
2192,90501.516
2193,97658.0
2194,100182.586
2195,111300.69
2196,105393.945
2197,117500.59
2198,158204.6
2199,181651.17
2200,146530.2
2201,146593.42
2202,209992.1
2203,155075.67
2204,186724.22
2205,114789.85
2206,142338.23
2207,209238.25
2208,243587.62
2209,225498.72
2210,122305.72
2211,116453.96
2212,108906.8
2213,104899.96
2214,139801.11
2215,101078.2
2216,149772.8
2217,90332.41
2218,74456.41
2219,68724.086
2220,71914.266
2221,333568.66
2222,274075.7
2223,299876.88
2224,205665.42
2225,123679.82
2226,190785.44
2227,202193.72
2228,249880.1
2229,241549.97
2230,148986.27
2231,218718.39
2232,177220.14
2233,167448.42
2234,235746.22
2235,230308.02
2236,261189.94
2237,326858.72
2238,193120.86
2239,118278.1
2240,162572.05
2241,146060.14
2242,127502.45
2243,131817.08
2244,106385.305
2245,105380.42
2246,135128.05
2247,105015.57
2248,122835.62
2249,119389.18
2250,131795.4
2251,126714.41
2252,172874.33
2253,158308.3
2254,178019.38
2255,186487.23
2256,186038.67
2257,207496.34
2258,167576.0
2259,176724.6
2260,158793.58
2261,183268.42
2262,208139.1
2263,384888.4
2264,431156.84
2265,179135.6
2266,297731.56
2267,390976.84
2268,392860.4
2269,143697.3
2270,190755.61
2271,217366.02
2272,200807.1
2273,160709.95
2274,170638.23
2275,149137.9
2276,185800.03
2277,182159.03
2278,147426.31
2279,119540.82
2280,119710.76
2281,171635.94
2282,190097.83
2283,104520.05
2284,100326.04
2285,146987.08
2286,122761.76
2287,352344.06
2288,269905.88
2289,388068.72
2290,419601.3
2291,332627.2
2292,434372.16
2293,428477.4
2294,437880.28
2295,395788.97
2296,286863.84
2297,311021.72
2298,308420.7
2299,397637.28
2300,348521.47
2301,276903.5
2302,242560.42
2303,243034.6
2304,236601.95
2305,190734.77
2306,184670.77
2307,188588.86
2308,221185.34
2309,272725.72
2310,213526.33
2311,191264.31
2312,187288.81
2313,174400.58
2314,172096.81
2315,175867.48
2316,181932.42
2317,180336.56
2318,177074.25
2319,175637.8
2320,187291.53
2321,236485.94
2322,176573.11
2323,195914.97
2324,173701.89
2325,212270.1
2326,174783.27
2327,202847.48
2328,228211.66
2329,185846.44
2330,176317.19
2331,371030.78
2332,417173.12
2333,323921.5
2334,244568.2
2335,263958.72
2336,327708.6
2337,208725.08
2338,272235.8
2339,224073.81
2340,387363.47
2341,217896.33
2342,231206.97
2343,215725.03
2344,229046.06
2345,237821.92
2346,215404.39
2347,205884.31
2348,236958.97
2349,181116.78
2350,280902.0
2351,254791.19
2352,253826.55
2353,238237.5
2354,141791.81
2355,158391.86
2356,158822.38
2357,195564.02
2358,190673.58
2359,129522.11
2360,112995.766
2361,141365.39
2362,272997.3
2363,135161.36
2364,160970.52
2365,216847.84
2366,185314.1
2367,218629.64
2368,220581.62
2369,212712.36
2370,169088.12
2371,175039.39
2372,197197.92
2373,279792.75
2374,306719.44
2375,263782.38
2376,273623.1
2377,400592.94
2378,137921.28
2379,186440.36
2380,148180.45
2381,157525.6
2382,199004.25
2383,201346.23
2384,244574.02
2385,162396.73
2386,133272.9
2387,132417.5
2388,103122.234
2389,127562.94
2390,137790.97
2391,142808.77
2392,114283.93
2393,162016.89
2394,144109.86
2395,212241.72
2396,139457.38
2397,225749.53
2398,132765.83
2399,68642.62
2400,64450.13
2401,108495.97
2402,138010.53
2403,129467.92
2404,145256.66
2405,156393.25
2406,142338.19
2407,124874.29
2408,138755.02
2409,123980.14
2410,167361.33
2411,117682.03
2412,161005.28
2413,122860.74
2414,131167.19
2415,130986.11
2416,132968.66
2417,133532.25
2418,127400.62
2419,119201.76
2420,126283.875
2421,149654.86
2422,102618.53
2423,138912.7
2424,156162.14
2425,256145.27
2426,130105.414
2427,131729.34
2428,174997.11
2429,114771.58
2430,134846.61
2431,115159.234
2432,147249.97
2433,151236.72
2434,138794.22
2435,159957.98
2436,105386.99
2437,101145.92
2438,129295.58
2439,108324.11
2440,121452.07
2441,94247.32
2442,98963.664
2443,123005.44
2444,120766.445
2445,76752.67
2446,133993.4
2447,177525.22
2448,130883.89
2449,107343.93
2450,152857.34
2451,121083.51
2452,211624.75
2453,96263.98
2454,127277.06
2455,122508.33
2456,137960.64
2457,127733.3
2458,124154.984
2459,113510.016
2460,138210.38
2461,113077.75
2462,146657.52
2463,128270.516
2464,177666.42
2465,140909.81
2466,110459.914
2467,133818.23
2468,72231.2
2469,73954.766
2470,173572.62
2471,214442.16
2472,155894.69
2473,109765.09
2474,85691.29
2475,212789.53
2476,111142.76
2477,127744.91
2478,159685.75
2479,110105.53
2480,163238.23
2481,122517.99
2482,128176.81
2483,108193.57
2484,121300.04
2485,119779.63
2486,165941.58
2487,186681.77
2488,151228.81
2489,152530.67
2490,148653.73
2491,102666.03
2492,180957.56
2493,144132.97
2494,158561.27
2495,82532.586
2496,252368.42
2497,150609.31
2498,110813.805
2499,93808.0
2500,129444.22
2501,134407.8
2502,164830.94
2503,94834.72
2504,175654.34
2505,224619.7
2506,255165.33
2507,304659.8
2508,254587.08
2509,208827.2
2510,212597.5
2511,177164.62
2512,203910.62
2513,211019.67
2514,241063.12
2515,144314.73
2516,171988.95
2517,146773.39
2518,153809.64
2519,223841.92
2520,211078.52
2521,187666.36
2522,222071.67
2523,125598.34
2524,136601.58
2525,150547.81
2526,128647.914
2527,110255.54
2528,129788.836
2529,126334.95
2530,122328.43
2531,251235.84
2532,231373.56
2533,195514.75
2534,224154.0
2535,324846.78
2536,257099.97
2537,238514.72
2538,180131.12
2539,197588.08
2540,176508.66
2541,180083.14
2542,165724.48
2543,131704.62
2544,120353.19
2545,130294.12
2546,126295.92
2547,143368.23
2548,146329.23
2549,154161.6
2550,328459.56
2551,137412.38
2552,126491.875
2553,73332.42
2554,104344.15
2555,119711.445
2556,108156.24
2557,112033.45
2558,166166.75
2559,144069.64
2560,145445.5
2561,144025.11
2562,137161.48
2563,163555.86
2564,203302.98
2565,135255.25
2566,158156.88
2567,132952.08
2568,208783.47
2569,206289.1
2570,122215.15
2571,188722.47
2572,160461.88
2573,231507.81
2574,246490.36
2575,131965.86
2576,123357.836
2577,160433.03
2578,82962.05
2579,63682.53
2580,117856.516
2581,108708.125
2582,114547.17
2583,277763.8
2584,161617.02
2585,183591.56
2586,209146.73
2587,191863.25
2588,151409.28
2589,155432.7
2590,210479.34
2591,222437.73
2592,211233.23
2593,256581.28
2594,175593.86
2595,200188.36
2596,288376.28
2597,190444.34
2598,284729.66
2599,274819.97
2600,155249.48
2601,146544.81
2602,83629.38
2603,93703.74
2604,92024.25
2605,77410.016
2606,146923.3
2607,187011.45
2608,201741.95
2609,175290.02
2610,115171.81
2611,130253.52
2612,150673.23
2613,131522.89
2614,123939.67
2615,151969.75
2616,142227.4
2617,176608.75
2618,201819.3
2619,182045.7
2620,187394.72
2621,180128.12
2622,182983.3
2623,240874.27
2624,287036.97
2625,309259.78
2626,169101.77
2627,155929.86
2628,472087.66
2629,514062.25
2630,363734.3
2631,453748.6
2632,468347.22
2633,319284.78
2634,409942.7
2635,159565.69
2636,179560.52
2637,191847.06
2638,250492.56
2639,180458.19
2640,153327.56
2641,105127.75
2642,198545.7
2643,101931.445
2644,132507.62
2645,107004.8
2646,95176.58
2647,106251.13
2648,142048.9
2649,155564.48
2650,142844.39
2651,144691.55
2652,413706.53
2653,248160.33
2654,245221.06
2655,380736.25
2656,318515.78
2657,343588.53
2658,297860.56
2659,311258.06
2660,364935.56
2661,338870.5
2662,365863.3
2663,285681.2
2664,268270.28
2665,320661.2
2666,286387.53
2667,162669.31
2668,175535.7
2669,180973.34
2670,263637.66
2671,183654.2
2672,191868.45
2673,203537.92
2674,206485.02
2675,176350.28
2676,188202.58
2677,192721.31
2678,255155.52
2679,283124.7
2680,278954.7
2681,438305.1
2682,331562.1
2683,539518.6
2684,328773.47
2685,340061.94
2686,266639.25
2687,326558.1
2688,217432.52
2689,208251.39
2690,381839.25
2691,180385.97
2692,134016.47
2693,199907.02
2694,132310.2
2695,188967.14
2696,182834.05
2697,189131.39
2698,193147.17
2699,175844.55
2700,161466.92
2701,156809.9
2702,104447.49
2703,134398.2
2704,138526.28
2705,114368.96
2706,114984.2
2707,124270.88
2708,134525.39
2709,109745.69
2710,133491.2
2711,289179.03
2712,383975.75
2713,176929.4
2714,153924.12
2715,170118.58
2716,151379.83
2717,169081.72
2718,226496.39
2719,146838.94
2720,169730.17
2721,128741.53
2722,156799.58
2723,151908.77
2724,124696.5
2725,134344.17
2726,150005.9
2727,184064.14
2728,170748.42
2729,155923.88
2730,145095.58
2731,135376.67
2732,135097.81
2733,159060.17
2734,145568.95
2735,128723.91
2736,140723.98
2737,124459.05
2738,134385.89
2739,157325.88
2740,141955.5
2741,151017.7
2742,148243.6
2743,146823.17
2744,164055.3
2745,142367.28
2746,129678.68
2747,156926.94
2748,119198.26
2749,129929.24
2750,131227.06
2751,130619.51
2752,211102.3
2753,144834.14
2754,227540.14
2755,129217.66
2756,101307.92
2757,74011.19
2758,87940.71
2759,161996.23
2760,124368.51
2761,145583.12
2762,145068.94
2763,178129.92
2764,155918.1
2765,274966.94
2766,144290.84
2767,91414.48
2768,133151.16
2769,133022.77
2770,148220.67
2771,111537.13
2772,110541.375
2773,168047.38
2774,139750.16
2775,123827.97
2776,146338.98
2777,148810.66
2778,106948.0
2779,138244.58
2780,90660.82
2781,95324.14
2782,84411.98
2783,103639.1
2784,125834.11
2785,137548.9
2786,78905.28
2787,124109.7
2788,75579.61
2789,180635.47
2790,91633.51
2791,109670.92
2792,60291.004
2793,170761.08
2794,101167.555
2795,114854.31
2796,100000.5
2797,202294.12
2798,118036.85
2799,112631.4
2800,55451.04
2801,109878.016
2802,133554.22
2803,160421.31
2804,142556.78
2805,107989.72
2806,82773.58
2807,163945.05
2808,155445.6
2809,139084.69
2810,133878.45
2811,157850.27
2812,159132.31
2813,148077.28
2814,149151.36
2815,101286.086
2816,241847.73
2817,146026.44
2818,129076.11
2819,158183.89
2820,137055.27
2821,105298.47
2822,192842.11
2823,342334.6
2824,173770.5
2825,157221.25
2826,133186.38
2827,139531.42
2828,223154.89
2829,202886.33
2830,220893.06
2831,184349.55
2832,253239.97
2833,303978.3
2834,207908.56
2835,219877.98
2836,192728.8
2837,154663.62
2838,149151.97
2839,178233.69
2840,198977.98
2841,206787.6
2842,224587.05
2843,153147.06
2844,151323.02
2845,119684.32
2846,212194.92
2847,198126.97
2848,218257.38
2849,199432.78
2850,275956.12
2851,244347.19
2852,227142.08
2853,235432.62
2854,144069.56
2855,202011.39
2856,199819.86
2857,187100.53
2858,212144.62
2859,130589.06
2860,128490.66
2861,122156.99
2862,186029.23
2863,133479.9
2864,224580.19
2865,140076.06
2866,142487.8
2867,99743.586
2868,94213.57
2869,105608.8
2870,125513.59
2871,86061.95
2872,50113.08
2873,102258.22
2874,143162.14
2875,112646.414
2876,162275.11
2877,139553.47
2878,175512.11
2879,141027.2
2880,97388.64
2881,152615.3
2882,175554.16
2883,199792.78
2884,196950.31
2885,187400.95
2886,229505.69
2887,96322.45
2888,135831.2
2889,48418.97
2890,86683.516
2891,130363.914
2892,48429.01
2893,95209.65
2894,57044.05
2895,327819.28
2896,291393.03
2897,213038.58
2898,147221.39
2899,214213.28
2900,154075.45
2901,214148.55
2902,194693.33
2903,344707.3
2904,342629.16
2905,102021.586
2906,193705.6
2907,110531.305
2908,132974.02
2909,134027.28
2910,83058.13
2911,81803.12
2912,143597.17
2913,85100.03
2914,74647.9
2915,84093.75
2916,80264.44
2917,169058.25
2918,122674.16
2919,220074.31
